#T/Gev	k/T	\Gamma/T
75	6.6	1.546948e-2
75	6.7	1.5463454e-2
75	6.8	1.5457693e-2
75	6.9	1.5452181e-2
75	7.	1.5446903e-2
75	7.1	1.5441847e-2
75	7.2	1.5437e-2
75	7.3	1.543235e-2
75	7.4	1.5427887e-2
75	7.5	1.54236e-2
75	7.6	1.5419482e-2
75	7.7	1.5415522e-2
75	7.8	1.5411712e-2
75	7.9	1.5408046e-2
75	8.	1.5404516e-2
75	8.1	1.5401115e-2
75	8.2	1.5397837e-2
75	8.3	1.5394676e-2
75	8.4	1.5391627e-2
75	8.5	1.5388684e-2
75	8.6	1.5385842e-2
75	8.7	1.5383097e-2
75	8.8	1.5380445e-2
75	8.9	1.5377881e-2
75	9.	1.5375401e-2
75	9.1	1.5373002e-2
75	9.2	1.537068e-2
75	9.3	1.5368432e-2
75	9.4	1.5366255e-2
75	9.5	1.5364146e-2
75	9.6	1.5362102e-2
75	9.7	1.536012e-2
75	9.8	1.5358198e-2
75	9.9	1.5356334e-2
75	10.	1.5354525e-2
75	10.1	1.5352769e-2
75	10.2	1.5351064e-2
75	10.3	1.5349408e-2
75	10.4	1.53478e-2
75	10.5	1.5346236e-2
75	10.6	1.5344717e-2
75	10.7	1.5343239e-2
75	10.8	1.5341802e-2
75	10.9	1.5340404e-2
75	11.	1.5339044e-2
75	11.1	1.533772e-2
75	11.2	1.5336431e-2
75	11.3	1.5335176e-2
75	11.4	1.5333954e-2
75	11.5	1.5332763e-2
75	11.6	1.5331602e-2
75	11.7	1.5330471e-2
75	11.8	1.5329368e-2
75	11.9	1.5328293e-2
75	12.	1.5327245e-2
74	0.1	2.2296044e-1
74	0.2	1.8715867e-1
74	0.3	1.2804006e-1
74	0.4	8.9119084e-2
74	0.5	6.5644467e-2
74	0.6	5.1000979e-2
74	0.7	4.1477015e-2
74	0.8	3.5044183e-2
74	0.9	3.0553395e-2
74	1.	2.7327165e-2
74	1.1	2.4950798e-2
74	1.2	2.3161731e-2
74	1.3	2.1788624e-2
74	1.4	2.0716623e-2
74	1.5	1.986686e-2
74	1.6	1.9184005e-2
74	1.7	1.8628478e-2
74	1.8	1.8171468e-2
74	1.9	1.779167e-2
74	2.	1.7473097e-2
74	2.1	1.7203596e-2
74	2.2	1.6973816e-2
74	2.3	1.677648e-2
74	2.4	1.6605871e-2
74	2.5	1.6457448e-2
74	2.6	1.6327577e-2
74	2.7	1.6213327e-2
74	2.8	1.6112311e-2
74	2.9	1.6022574e-2
74	3.	1.5942505e-2
74	3.1	1.5870766e-2
74	3.2	1.5806239e-2
74	3.3	1.5747987e-2
74	3.4	1.5695218e-2
74	3.5	1.5647261e-2
74	3.6	1.5603542e-2
74	3.7	1.5563571e-2
74	3.8	1.5526928e-2
74	3.9	1.5493247e-2
74	4.	1.5462213e-2
74	4.1	1.5433552e-2
74	4.2	1.5407024e-2
74	4.3	1.5382418e-2
74	4.4	1.5359549e-2
74	4.5	1.5338256e-2
74	4.6	1.5318392e-2
74	4.7	1.5299832e-2
74	4.8	1.5282461e-2
74	4.9	1.5266176e-2
74	5.	1.5250889e-2
74	5.1	1.5236517e-2
74	5.2	1.5222987e-2
74	5.3	1.5210233e-2
74	5.4	1.5198196e-2
74	5.5	1.5186821e-2
74	5.6	1.5176061e-2
74	5.7	1.5165872e-2
74	5.8	1.5156211e-2
74	5.9	1.5147044e-2
74	6.	1.5138336e-2
74	6.1	1.5130056e-2
74	6.2	1.5122177e-2
74	6.3	1.5114672e-2
74	6.4	1.5107519e-2
74	6.5	1.5100694e-2
74	6.6	1.5094178e-2
74	6.7	1.5087952e-2
74	6.8	1.5082e-2
74	6.9	1.5076304e-2
74	7.	1.5070851e-2
74	7.1	1.5065626e-2
74	7.2	1.5060617e-2
74	7.3	1.5055812e-2
74	7.4	1.50512e-2
74	7.5	1.5046771e-2
74	7.6	1.5042515e-2
74	7.7	1.5038422e-2
74	7.8	1.5034486e-2
74	7.9	1.5030697e-2
74	8.	1.5027049e-2
74	8.1	1.5023534e-2
74	8.2	1.5020146e-2
74	8.3	1.5016879e-2
74	8.4	1.5013727e-2
74	8.5	1.5010686e-2
74	8.6	1.5007749e-2
74	8.7	1.5004912e-2
74	8.8	1.500217e-2
74	8.9	1.499952e-2
74	9.	1.4996957e-2
74	9.1	1.4994477e-2
74	9.2	1.4992077e-2
74	9.3	1.4989754e-2
74	9.4	1.4987503e-2
74	9.5	1.4985323e-2
74	9.6	1.498321e-2
74	9.7	1.4981162e-2
74	9.8	1.4979175e-2
74	9.9	1.4977248e-2
74	10.	1.4975378e-2
74	10.1	1.4973563e-2
74	10.2	1.4971801e-2
74	10.3	1.4970089e-2
74	10.4	1.4968426e-2
74	10.5	1.496681e-2
74	10.6	1.4965239e-2
74	10.7	1.4963711e-2
74	10.8	1.4962226e-2
74	10.9	1.4960781e-2
74	11.	1.4959374e-2
74	11.1	1.4958006e-2
74	11.2	1.4956673e-2
74	11.3	1.4955376e-2
74	11.4	1.4954112e-2
74	11.5	1.4952881e-2
74	11.6	1.4951681e-2
74	11.7	1.4950512e-2
74	11.8	1.4949372e-2
74	11.9	1.494826e-2
74	12.	1.4947176e-2
73	0.1	2.1208853e-1
73	0.2	1.8495974e-1
73	0.3	1.2776192e-1
73	0.4	8.9620115e-2
73	0.5	6.6107642e-2
73	0.6	5.1340523e-2
73	0.7	4.169157e-2
73	0.8	3.5152344e-2
73	0.9	3.057565e-2
73	1.	2.7281194e-2
73	1.1	2.485076e-2
73	1.2	2.3018662e-2
73	1.3	2.1611063e-2
73	1.4	2.0511179e-2
73	1.5	1.9638678e-2
73	1.6	1.8937115e-2
73	1.7	1.8366064e-2
73	1.8	1.7896066e-2
73	1.9	1.7505316e-2
73	2.	1.7177441e-2
73	2.1	1.6899983e-2
73	2.2	1.6663353e-2
73	2.3	1.6460084e-2
73	2.4	1.6284304e-2
73	2.5	1.6131352e-2
73	2.6	1.5997495e-2
73	2.7	1.5879716e-2
73	2.8	1.5775565e-2
73	2.9	1.568303e-2
73	3.	1.5600453e-2
73	3.1	1.5526457e-2
73	3.2	1.5459894e-2
73	3.3	1.5399797e-2
73	3.4	1.5345351e-2
73	3.5	1.5295865e-2
73	3.6	1.5250749e-2
73	3.7	1.5209498e-2
73	3.8	1.5171677e-2
73	3.9	1.5136912e-2
73	4.	1.5104877e-2
73	4.1	1.507529e-2
73	4.2	1.5047902e-2
73	4.3	1.5022497e-2
73	4.4	1.4998886e-2
73	4.5	1.4976899e-2
73	4.6	1.4956388e-2
73	4.7	1.4937221e-2
73	4.8	1.4919281e-2
73	4.9	1.4902464e-2
73	5.	1.4886675e-2
73	5.1	1.4871831e-2
73	5.2	1.4857856e-2
73	5.3	1.4844682e-2
73	5.4	1.4832248e-2
73	5.5	1.4820499e-2
73	5.6	1.4809383e-2
73	5.7	1.4798857e-2
73	5.8	1.4788877e-2
73	5.9	1.4779406e-2
73	6.	1.4770409e-2
73	6.1	1.4761855e-2
73	6.2	1.4753714e-2
73	6.3	1.474596e-2
73	6.4	1.4738568e-2
73	6.5	1.4731517e-2
73	6.6	1.4724784e-2
73	6.7	1.4718351e-2
73	6.8	1.47122e-2
73	6.9	1.4706314e-2
73	7.	1.4700679e-2
73	7.1	1.4695279e-2
73	7.2	1.4690103e-2
73	7.3	1.4685137e-2
73	7.4	1.4680371e-2
73	7.5	1.4675793e-2
73	7.6	1.4671394e-2
73	7.7	1.4667165e-2
73	7.8	1.4663096e-2
73	7.9	1.465918e-2
73	8.	1.4655409e-2
73	8.1	1.4651776e-2
73	8.2	1.4648275e-2
73	8.3	1.4644898e-2
73	8.4	1.464164e-2
73	8.5	1.4638496e-2
73	8.6	1.463546e-2
73	8.7	1.4632528e-2
73	8.8	1.4629694e-2
73	8.9	1.4626954e-2
73	9.	1.4624305e-2
73	9.1	1.4621741e-2
73	9.2	1.4619261e-2
73	9.3	1.4616859e-2
73	9.4	1.4614532e-2
73	9.5	1.4612279e-2
73	9.6	1.4610094e-2
73	9.7	1.4607977e-2
73	9.8	1.4605923e-2
73	9.9	1.4603931e-2
73	10.	1.4601998e-2
73	10.1	1.4600121e-2
73	10.2	1.4598299e-2
73	10.3	1.4596529e-2
73	10.4	1.459481e-2
73	10.5	1.4593139e-2
73	10.6	1.4591515e-2
73	10.7	1.4589936e-2
73	10.8	1.45884e-2
73	10.9	1.4586905e-2
73	11.	1.4585451e-2
73	11.1	1.4584036e-2
73	11.2	1.4582659e-2
73	11.3	1.4581317e-2
73	11.4	1.458001e-2
73	11.5	1.4578737e-2
73	11.6	1.4577497e-2
73	11.7	1.4576288e-2
73	11.8	1.4575109e-2
73	11.9	1.457396e-2
73	12.	1.4572839e-2
72	0.1	2.0114917e-1
72	0.2	1.8255148e-1
72	0.3	1.2741536e-1
72	0.4	9.0088577e-2
72	0.5	6.6564855e-2
72	0.6	5.1685609e-2
72	0.7	4.1916495e-2
72	0.8	3.5272669e-2
72	0.9	3.0610477e-2
72	1.	2.7247583e-2
72	1.1	2.4762611e-2
72	1.2	2.288693e-2
72	1.3	2.1444286e-2
72	1.4	2.0316002e-2
72	1.5	1.9420292e-2
72	1.6	1.8699602e-2
72	1.7	1.8112657e-2
72	1.8	1.7629346e-2
72	1.9	1.7227358e-2
72	2.	1.6889929e-2
72	2.1	1.6604293e-2
72	2.2	1.6360617e-2
72	2.3	1.6151241e-2
72	2.4	1.5970138e-2
72	2.5	1.581252e-2
72	2.6	1.5674553e-2
72	2.7	1.5553137e-2
72	2.8	1.5445751e-2
72	2.9	1.5350328e-2
72	3.	1.5265163e-2
72	3.1	1.5188838e-2
72	3.2	1.5120171e-2
72	3.3	1.5058169e-2
72	3.4	1.5001991e-2
72	3.5	1.4950925e-2
72	3.6	1.4904365e-2
72	3.7	1.486179e-2
72	3.8	1.4822752e-2
72	3.9	1.4786866e-2
72	4.	1.4753795e-2
72	4.1	1.4723249e-2
72	4.2	1.4694972e-2
72	4.3	1.4668742e-2
72	4.4	1.464436e-2
72	4.5	1.4621656e-2
72	4.6	1.4600474e-2
72	4.7	1.458068e-2
72	4.8	1.4562152e-2
72	4.9	1.4544782e-2
72	5.	1.4528474e-2
72	5.1	1.4513141e-2
72	5.2	1.4498705e-2
72	5.3	1.4485097e-2
72	5.4	1.4472252e-2
72	5.5	1.4460114e-2
72	5.6	1.4448631e-2
72	5.7	1.4437755e-2
72	5.8	1.4427444e-2
72	5.9	1.4417658e-2
72	6.	1.4408362e-2
72	6.1	1.4399523e-2
72	6.2	1.4391112e-2
72	6.3	1.4383099e-2
72	6.4	1.4375461e-2
72	6.5	1.4368174e-2
72	6.6	1.4361216e-2
72	6.7	1.4354568e-2
72	6.8	1.4348211e-2
72	6.9	1.4342128e-2
72	7.	1.4336304e-2
72	7.1	1.4330724e-2
72	7.2	1.4325374e-2
72	7.3	1.4320242e-2
72	7.4	1.4315315e-2
72	7.5	1.4310584e-2
72	7.6	1.4306037e-2
72	7.7	1.4301665e-2
72	7.8	1.4297459e-2
72	7.9	1.4293412e-2
72	8.	1.4289514e-2
72	8.1	1.4285758e-2
72	8.2	1.4282139e-2
72	8.3	1.4278648e-2
72	8.4	1.427528e-2
72	8.5	1.427203e-2
72	8.6	1.4268892e-2
72	8.7	1.426586e-2
72	8.8	1.426293e-2
72	8.9	1.4260098e-2
72	9.	1.4257359e-2
72	9.1	1.4254709e-2
72	9.2	1.4252144e-2
72	9.3	1.4249661e-2
72	9.4	1.4247256e-2
72	9.5	1.4244925e-2
72	9.6	1.4242667e-2
72	9.7	1.4240478e-2
72	9.8	1.4238354e-2
72	9.9	1.4236294e-2
72	10.	1.4234296e-2
72	10.1	1.4232355e-2
72	10.2	1.4230471e-2
72	10.3	1.4228641e-2
72	10.4	1.4226863e-2
72	10.5	1.4225136e-2
72	10.6	1.4223456e-2
72	10.7	1.4221823e-2
72	10.8	1.4220235e-2
72	10.9	1.421869e-2
72	11.	1.4217187e-2
72	11.1	1.4215723e-2
72	11.2	1.4214299e-2
72	11.3	1.4212911e-2
72	11.4	1.421156e-2
72	11.5	1.4210244e-2
72	11.6	1.4208961e-2
72	11.7	1.4207711e-2
72	11.8	1.4206492e-2
72	11.9	1.4205303e-2
72	12.	1.4204144e-2
71	0.1	1.9017941e-1
71	0.2	1.7992816e-1
71	0.3	1.2699334e-1
71	0.4	9.0520625e-2
71	0.5	6.7013929e-2
71	0.6	5.2035034e-2
71	0.7	4.2151141e-2
71	0.8	3.5404826e-2
71	0.9	3.0657722e-2
71	1.	2.7226277e-2
71	1.1	2.4686352e-2
71	1.2	2.2766565e-2
71	1.3	2.1288334e-2
71	1.4	2.0131135e-2
71	1.5	1.9211745e-2
71	1.6	1.8471505e-2
71	1.7	1.786829e-2
71	1.8	1.7371333e-2
71	1.9	1.6957816e-2
71	2.	1.6610574e-2
71	2.1	1.6316533e-2
71	2.2	1.6065609e-2
71	2.3	1.5849948e-2
71	2.4	1.5663362e-2
71	2.5	1.5500936e-2
71	2.6	1.5358732e-2
71	2.7	1.5233564e-2
71	2.8	1.5122842e-2
71	2.9	1.5024439e-2
71	3.	1.4936601e-2
71	3.1	1.4857871e-2
71	3.2	1.4787032e-2
71	3.3	1.472306e-2
71	3.4	1.4665092e-2
71	3.5	1.4612394e-2
71	3.6	1.4564341e-2
71	3.7	1.4520396e-2
71	3.8	1.44801e-2
71	3.9	1.4443054e-2
71	4.	1.4408912e-2
71	4.1	1.4377374e-2
71	4.2	1.4348177e-2
71	4.3	1.4321091e-2
71	4.4	1.4295913e-2
71	4.5	1.4272465e-2
71	4.6	1.425059e-2
71	4.7	1.4230146e-2
71	4.8	1.4211008e-2
71	4.9	1.4193066e-2
71	5.	1.417622e-2
71	5.1	1.4160381e-2
71	5.2	1.4145468e-2
71	5.3	1.4131409e-2
71	5.4	1.4118139e-2
71	5.5	1.4105598e-2
71	5.6	1.4093733e-2
71	5.7	1.4082495e-2
71	5.8	1.4071841e-2
71	5.9	1.4061729e-2
71	6.	1.4052123e-2
71	6.1	1.4042989e-2
71	6.2	1.4034296e-2
71	6.3	1.4026016e-2
71	6.4	1.4018122e-2
71	6.5	1.4010591e-2
71	6.6	1.40034e-2
71	6.7	1.3996529e-2
71	6.8	1.3989958e-2
71	6.9	1.3983671e-2
71	7.	1.3977651e-2
71	7.1	1.3971883e-2
71	7.2	1.3966353e-2
71	7.3	1.3961048e-2
71	7.4	1.3955955e-2
71	7.5	1.3951064e-2
71	7.6	1.3946364e-2
71	7.7	1.3941845e-2
71	7.8	1.3937497e-2
71	7.9	1.3933312e-2
71	8.	1.3929282e-2
71	8.1	1.39254e-2
71	8.2	1.3921658e-2
71	8.3	1.3918049e-2
71	8.4	1.3914567e-2
71	8.5	1.3911207e-2
71	8.6	1.3907962e-2
71	8.7	1.3904827e-2
71	8.8	1.3901798e-2
71	8.9	1.389887e-2
71	9.	1.3896038e-2
71	9.1	1.3893297e-2
71	9.2	1.3890645e-2
71	9.3	1.3888078e-2
71	9.4	1.3885591e-2
71	9.5	1.3883181e-2
71	9.6	1.3880846e-2
71	9.7	1.3878582e-2
71	9.8	1.3876386e-2
71	9.9	1.3874256e-2
71	10.	1.3872189e-2
71	10.1	1.3870183e-2
71	10.2	1.3868234e-2
71	10.3	1.3866342e-2
71	10.4	1.3864504e-2
71	10.5	1.3862717e-2
71	10.6	1.386098e-2
71	10.7	1.3859291e-2
71	10.8	1.3857649e-2
71	10.9	1.3856051e-2
71	11.	1.3854496e-2
71	11.1	1.3852983e-2
71	11.2	1.3851509e-2
71	11.3	1.3850075e-2
71	11.4	1.3848677e-2
71	11.5	1.3847316e-2
71	11.6	1.3845989e-2
71	11.7	1.3844696e-2
71	11.8	1.3843435e-2
71	11.9	1.3842206e-2
71	12.	1.3841007e-2
70	0.1	1.7921767e-1
70	0.2	1.7708461e-1
70	0.3	1.2648861e-1
70	0.4	9.0912165e-2
70	0.5	6.7452509e-2
70	0.6	5.2387476e-2
70	0.7	4.2394785e-2
70	0.8	3.5548435e-2
70	0.9	3.0717204e-2
70	1.	2.7217206e-2
70	1.1	2.4621977e-2
70	1.2	2.2657592e-2
70	1.3	2.1143251e-2
70	1.4	1.9956627e-2
70	1.5	1.9013086e-2
70	1.6	1.8252869e-2
70	1.7	1.7633003e-2
70	1.8	1.7122061e-2
70	1.9	1.6696714e-2
70	2.	1.6339396e-2
70	2.1	1.6036714e-2
70	2.2	1.5778336e-2
70	2.3	1.5556204e-2
70	2.4	1.5363971e-2
70	2.5	1.5196591e-2
70	2.6	1.5050019e-2
70	2.7	1.4920982e-2
70	2.8	1.4806816e-2
70	2.9	1.4705337e-2
70	3.	1.461474e-2
70	3.1	1.4533525e-2
70	3.2	1.4460441e-2
70	3.3	1.4394434e-2
70	3.4	1.4334615e-2
70	3.5	1.4280229e-2
70	3.6	1.4230632e-2
70	3.7	1.4185271e-2
70	3.8	1.4143673e-2
70	3.9	1.4105426e-2
70	4.	1.4070175e-2
70	4.1	1.403761e-2
70	4.2	1.4007461e-2
70	4.3	1.3979489e-2
70	4.4	1.3953487e-2
70	4.5	1.392927e-2
70	4.6	1.3906675e-2
70	4.7	1.3885557e-2
70	4.8	1.3865789e-2
70	4.9	1.3847254e-2
70	5.	1.3829851e-2
70	5.1	1.3813487e-2
70	5.2	1.3798079e-2
70	5.3	1.3783553e-2
70	5.4	1.3769841e-2
70	5.5	1.3756883e-2
70	5.6	1.3744622e-2
70	5.7	1.373301e-2
70	5.8	1.3721999e-2
70	5.9	1.3711549e-2
70	6.	1.3701622e-2
70	6.1	1.3692182e-2
70	6.2	1.3683197e-2
70	6.3	1.3674639e-2
70	6.4	1.366648e-2
70	6.5	1.3658696e-2
70	6.6	1.3651262e-2
70	6.7	1.364416e-2
70	6.8	1.3637368e-2
70	6.9	1.3630869e-2
70	7.	1.3624646e-2
70	7.1	1.3618683e-2
70	7.2	1.3612966e-2
70	7.3	1.3607481e-2
70	7.4	1.3602216e-2
70	7.5	1.359716e-2
70	7.6	1.35923e-2
70	7.7	1.3587627e-2
70	7.8	1.3583132e-2
70	7.9	1.3578806e-2
70	8.	1.3574639e-2
70	8.1	1.3570625e-2
70	8.2	1.3566755e-2
70	8.3	1.3563024e-2
70	8.4	1.3559423e-2
70	8.5	1.3555948e-2
70	8.6	1.3552593e-2
70	8.7	1.3549352e-2
70	8.8	1.3546219e-2
70	8.9	1.3543191e-2
70	9.	1.3540262e-2
70	9.1	1.3537428e-2
70	9.2	1.3534686e-2
70	9.3	1.353203e-2
70	9.4	1.3529459e-2
70	9.5	1.3526967e-2
70	9.6	1.3524552e-2
70	9.7	1.352221e-2
70	9.8	1.3519939e-2
70	9.9	1.3517736e-2
70	10.	1.3515598e-2
70	10.1	1.3513523e-2
70	10.2	1.3511508e-2
70	10.3	1.3509551e-2
70	10.4	1.3507649e-2
70	10.5	1.3505801e-2
70	10.6	1.3504005e-2
70	10.7	1.3502258e-2
70	10.8	1.350056e-2
70	10.9	1.3498907e-2
70	11.	1.3497299e-2
70	11.1	1.3495733e-2
70	11.2	1.3494209e-2
70	11.3	1.3492725e-2
70	11.4	1.349128e-2
70	11.5	1.3489871e-2
70	11.6	1.3488499e-2
70	11.7	1.3487161e-2
70	11.8	1.3485857e-2
70	11.9	1.3484585e-2
70	12.	1.3483345e-2
69	0.1	1.6830361e-1
69	0.2	1.7401633e-1
69	0.3	1.2589374e-1
69	0.4	9.1258851e-2
69	0.5	6.7878048e-2
69	0.6	5.2741488e-2
69	0.7	4.2646622e-2
69	0.8	3.5703068e-2
69	0.9	3.078871e-2
69	1.	2.7220286e-2
69	1.1	2.4569473e-2
69	1.2	2.256004e-2
69	1.3	2.1009083e-2
69	1.4	1.9792535e-2
69	1.5	1.8824371e-2
69	1.6	1.8043748e-2
69	1.7	1.7406844e-2
69	1.8	1.6881574e-2
69	1.9	1.6444091e-2
69	2.	1.6076425e-2
69	2.1	1.5764862e-2
69	2.2	1.5498815e-2
69	2.3	1.5270023e-2
69	2.4	1.5071973e-2
69	2.5	1.4899488e-2
69	2.6	1.4748411e-2
69	2.7	1.4615382e-2
69	2.8	1.4497663e-2
69	2.9	1.4393007e-2
69	3.	1.429956e-2
69	3.1	1.4215779e-2
69	3.2	1.4140375e-2
69	3.3	1.4072264e-2
69	3.4	1.4010531e-2
69	3.5	1.3954399e-2
69	3.6	1.3903204e-2
69	3.7	1.3856378e-2
69	3.8	1.3813432e-2
69	3.9	1.3773943e-2
69	4.	1.3737544e-2
69	4.1	1.3703916e-2
69	4.2	1.367278e-2
69	4.3	1.3643891e-2
69	4.4	1.3617035e-2
69	4.5	1.359202e-2
69	4.6	1.356868e-2
69	4.7	1.3546865e-2
69	4.8	1.3526442e-2
69	4.9	1.3507293e-2
69	5.	1.3489312e-2
69	5.1	1.3472404e-2
69	5.2	1.3456483e-2
69	5.3	1.3441473e-2
69	5.4	1.3427303e-2
69	5.5	1.3413912e-2
69	5.6	1.3401241e-2
69	5.7	1.3389239e-2
69	5.8	1.337786e-2
69	5.9	1.3367059e-2
69	6.	1.3356798e-2
69	6.1	1.334704e-2
69	6.2	1.3337753e-2
69	6.3	1.3328906e-2
69	6.4	1.3320472e-2
69	6.5	1.3312425e-2
69	6.6	1.330474e-2
69	6.7	1.3297398e-2
69	6.8	1.3290376e-2
69	6.9	1.3283657e-2
69	7.	1.3277222e-2
69	7.1	1.3271057e-2
69	7.2	1.3265146e-2
69	7.3	1.3259475e-2
69	7.4	1.3254031e-2
69	7.5	1.3248803e-2
69	7.6	1.3243778e-2
69	7.7	1.3238946e-2
69	7.8	1.3234298e-2
69	7.9	1.3229824e-2
69	8.	1.3225515e-2
69	8.1	1.3221363e-2
69	8.2	1.3217362e-2
69	8.3	1.3213503e-2
69	8.4	1.320978e-2
69	8.5	1.3206186e-2
69	8.6	1.3202716e-2
69	8.7	1.3199363e-2
69	8.8	1.3196124e-2
69	8.9	1.3192992e-2
69	9.	1.3189962e-2
69	9.1	1.3187031e-2
69	9.2	1.3184195e-2
69	9.3	1.3181448e-2
69	9.4	1.3178788e-2
69	9.5	1.3176211e-2
69	9.6	1.3173712e-2
69	9.7	1.3171291e-2
69	9.8	1.3168942e-2
69	9.9	1.3166663e-2
69	10.	1.3164451e-2
69	10.1	1.3162305e-2
69	10.2	1.316022e-2
69	10.3	1.3158196e-2
69	10.4	1.3156229e-2
69	10.5	1.3154317e-2
69	10.6	1.3152459e-2
69	10.7	1.3150652e-2
69	10.8	1.3148894e-2
69	10.9	1.3147185e-2
69	11.	1.3145521e-2
69	11.1	1.3143901e-2
69	11.2	1.3142325e-2
69	11.3	1.3140789e-2
69	11.4	1.3139294e-2
69	11.5	1.3137837e-2
69	11.6	1.3136417e-2
69	11.7	1.3135033e-2
69	11.8	1.3133684e-2
69	11.9	1.3132368e-2
69	12.	1.3131085e-2
68	0.1	1.5747775e-1
68	0.2	1.7071962e-1
68	0.3	1.2520108e-1
68	0.4	9.1556069e-2
68	0.5	6.82878e-2
68	0.6	5.3095484e-2
68	0.7	4.2905759e-2
68	0.8	3.5868238e-2
68	0.9	3.0871997e-2
68	1.	2.7235413e-2
68	1.1	2.4528816e-2
68	1.2	2.247393e-2
68	1.3	2.0885878e-2
68	1.4	1.9638915e-2
68	1.5	1.8645663e-2
68	1.6	1.7844203e-2
68	1.7	1.7189871e-2
68	1.8	1.6649923e-2
68	1.9	1.6199993e-2
68	2.	1.58217e-2
68	2.1	1.550101e-2
68	2.2	1.5227074e-2
68	2.3	1.4991425e-2
68	2.4	1.4787384e-2
68	2.5	1.4609636e-2
68	2.6	1.4453913e-2
68	2.7	1.4316765e-2
68	2.8	1.4195379e-2
68	2.9	1.4087443e-2
68	3.	1.3991052e-2
68	3.1	1.3904618e-2
68	3.2	1.3826815e-2
68	3.3	1.3756529e-2
68	3.4	1.3692817e-2
68	3.5	1.3634879e-2
68	3.6	1.3582031e-2
68	3.7	1.3533688e-2
68	3.8	1.3489347e-2
68	3.9	1.3448571e-2
68	4.	1.3410983e-2
68	4.1	1.3376254e-2
68	4.2	1.3344096e-2
68	4.3	1.3314257e-2
68	4.4	1.3286515e-2
68	4.5	1.3260674e-2
68	4.6	1.3236561e-2
68	4.7	1.3214023e-2
68	4.8	1.3192922e-2
68	4.9	1.3173136e-2
68	5.	1.3154555e-2
68	5.1	1.3137083e-2
68	5.2	1.312063e-2
68	5.3	1.3105117e-2
68	5.4	1.3090473e-2
68	5.5	1.3076632e-2
68	5.6	1.3063536e-2
68	5.7	1.305113e-2
68	5.8	1.3039367e-2
68	5.9	1.3028202e-2
68	6.	1.3017595e-2
68	6.1	1.3007508e-2
68	6.2	1.2997906e-2
68	6.3	1.298876e-2
68	6.4	1.298004e-2
68	6.5	1.297172e-2
68	6.6	1.2963775e-2
68	6.7	1.2956183e-2
68	6.8	1.2948922e-2
68	6.9	1.2941974e-2
68	7.	1.2935321e-2
68	7.1	1.2928946e-2
68	7.2	1.2922833e-2
68	7.3	1.2916969e-2
68	7.4	1.2911339e-2
68	7.5	1.2905932e-2
68	7.6	1.2900735e-2
68	7.7	1.2895738e-2
68	7.8	1.289093e-2
68	7.9	1.2886303e-2
68	8.	1.2881846e-2
68	8.1	1.2877553e-2
68	8.2	1.2873414e-2
68	8.3	1.2869422e-2
68	8.4	1.2865571e-2
68	8.5	1.2861854e-2
68	8.6	1.2858264e-2
68	8.7	1.2854797e-2
68	8.8	1.2851446e-2
68	8.9	1.2848206e-2
68	9.	1.2845072e-2
68	9.1	1.284204e-2
68	9.2	1.2839106e-2
68	9.3	1.2836264e-2
68	9.4	1.2833512e-2
68	9.5	1.2830846e-2
68	9.6	1.2828262e-2
68	9.7	1.2825756e-2
68	9.8	1.2823326e-2
68	9.9	1.2820968e-2
68	10.	1.281868e-2
68	10.1	1.2816459e-2
68	10.2	1.2814303e-2
68	10.3	1.2812208e-2
68	10.4	1.2810173e-2
68	10.5	1.2808195e-2
68	10.6	1.2806272e-2
68	10.7	1.2804403e-2
68	10.8	1.2802584e-2
68	10.9	1.2800815e-2
68	11.	1.2799094e-2
68	11.1	1.2797418e-2
68	11.2	1.2795787e-2
68	11.3	1.2794198e-2
68	11.4	1.2792651e-2
68	11.5	1.2791143e-2
68	11.6	1.2789674e-2
68	11.7	1.2788242e-2
68	11.8	1.2786846e-2
68	11.9	1.2785484e-2
68	12.	1.2784156e-2
67	0.1	1.4678119e-1
67	0.2	1.6719165e-1
67	0.3	1.2440288e-1
67	0.4	9.1798923e-2
67	0.5	6.867879e-2
67	0.6	5.344772e-2
67	0.7	4.3171195e-2
67	0.8	3.604339e-2
67	0.9	3.0966773e-2
67	1.	2.7262454e-2
67	1.1	2.4499969e-2
67	1.2	2.2399278e-2
67	1.3	2.077368e-2
67	1.4	1.9495829e-2
67	1.5	1.8477026e-2
67	1.6	1.7654299e-2
67	1.7	1.6982147e-2
67	1.8	1.6427166e-2
67	1.9	1.596447e-2
67	2.	1.5575269e-2
67	2.1	1.5245197e-2
67	2.2	1.4963147e-2
67	2.3	1.4720439e-2
67	2.4	1.4510226e-2
67	2.5	1.4327052e-2
67	2.6	1.4166538e-2
67	2.7	1.402514e-2
67	2.8	1.3899966e-2
67	2.9	1.3788643e-2
67	3.	1.3689209e-2
67	3.1	1.3600034e-2
67	3.2	1.3519752e-2
67	3.3	1.3447216e-2
67	3.4	1.3381456e-2
67	3.5	1.3321648e-2
67	3.6	1.3267089e-2
67	3.7	1.3217176e-2
67	3.8	1.317139e-2
67	3.9	1.3129282e-2
67	4.	1.3090462e-2
67	4.1	1.3054592e-2
67	4.2	1.3021374e-2
67	4.3	1.299055e-2
67	4.4	1.296189e-2
67	4.5	1.2935193e-2
67	4.6	1.2910279e-2
67	4.7	1.2886991e-2
67	4.8	1.2865186e-2
67	4.9	1.2844739e-2
