#T/Gev	k/T	\Gamma/T
150	0.1	8.9006375e-2
150	0.2	1.7015547e-1
150	0.3	1.9951401e-1
150	0.4	1.9944503e-1
150	0.5	1.9941628e-1
150	0.6	1.99402e-1
150	0.7	1.9939403e-1
150	0.8	1.993892e-1
150	0.9	1.9938609e-1
150	1.	1.9938399e-1
150	1.1	1.9938251e-1
150	1.2	1.9938144e-1
150	1.3	1.9938065e-1
150	1.4	1.9938004e-1
150	1.5	1.9937957e-1
150	1.6	1.993792e-1
150	1.7	1.993789e-1
150	1.8	1.9937866e-1
150	1.9	1.9937846e-1
150	2.	1.993783e-1
150	2.1	1.9937816e-1
150	2.2	1.9937805e-1
150	2.3	1.9937795e-1
150	2.4	1.9937786e-1
150	2.5	1.9937779e-1
150	2.6	1.9937772e-1
150	2.7	1.9937767e-1
150	2.8	1.9937762e-1
150	2.9	1.9937757e-1
150	3.	1.9937753e-1
150	3.1	1.993775e-1
150	3.2	1.9937747e-1
150	3.3	1.9937744e-1
150	3.4	1.9937741e-1
150	3.5	1.9937739e-1
150	3.6	1.9937737e-1
150	3.7	1.9937735e-1
150	3.8	1.9937733e-1
150	3.9	1.9937732e-1
150	4.	1.993773e-1
150	4.1	1.9937729e-1
150	4.2	1.9937728e-1
150	4.3	1.9937727e-1
150	4.4	1.9937725e-1
150	4.5	1.9937724e-1
150	4.6	1.9937724e-1
150	4.7	1.9937723e-1
150	4.8	1.9937722e-1
150	4.9	1.9937721e-1
150	5.	1.993772e-1
150	5.1	1.993772e-1
150	5.2	1.9937719e-1
150	5.3	1.9937718e-1
150	5.4	1.9937718e-1
150	5.5	1.9937717e-1
150	5.6	1.9937717e-1
150	5.7	1.9937716e-1
150	5.8	1.9937716e-1
150	5.9	1.9937716e-1
150	6.	1.9937715e-1
150	6.1	1.9937715e-1
150	6.2	1.9937714e-1
150	6.3	1.9937714e-1
150	6.4	1.9937714e-1
150	6.5	1.9937713e-1
150	6.6	1.9937713e-1
150	6.7	1.9937713e-1
150	6.8	1.9937713e-1
150	6.9	1.9937712e-1
150	7.	1.9937712e-1
150	7.1	1.9937712e-1
150	7.2	1.9937712e-1
150	7.3	1.9937711e-1
150	7.4	1.9937711e-1
150	7.5	1.9937711e-1
150	7.6	1.9937711e-1
150	7.7	1.9937711e-1
150	7.8	1.993771e-1
150	7.9	1.993771e-1
150	8.	1.993771e-1
150	8.1	1.993771e-1
150	8.2	1.993771e-1
150	8.3	1.993771e-1
150	8.4	1.9937709e-1
150	8.5	1.9937709e-1
150	8.6	1.9937709e-1
150	8.7	1.9937709e-1
150	8.8	1.9937709e-1
150	8.9	1.9937709e-1
150	9.	1.9937709e-1
150	9.1	1.9937709e-1
150	9.2	1.9937708e-1
150	9.3	1.9937708e-1
150	9.4	1.9937708e-1
150	9.5	1.9937708e-1
150	9.6	1.9937708e-1
150	9.7	1.9937708e-1
150	9.8	1.9937708e-1
150	9.9	1.9937708e-1
150	10.	1.9937708e-1
150	10.1	1.9937708e-1
150	10.2	1.9937707e-1
150	10.3	1.9937707e-1
150	10.4	1.9937707e-1
150	10.5	1.9937707e-1
150	10.6	1.9937707e-1
150	10.7	1.9937707e-1
150	10.8	1.9937707e-1
150	10.9	1.9937707e-1
150	11.	1.9937707e-1
150	11.1	1.9937707e-1
150	11.2	1.9937707e-1
150	11.3	1.9937707e-1
150	11.4	1.9937707e-1
150	11.5	1.9937707e-1
150	11.6	1.9937707e-1
150	11.7	1.9937707e-1
150	11.8	1.9937706e-1
150	11.9	1.9937706e-1
150	12.	1.9937706e-1
149	0.1	1.0526776e-1
149	0.2	1.3725214e-1
149	0.3	1.3469288e-1
149	0.4	1.3390244e-1
149	0.5	1.3357212e-1
149	0.6	1.3340767e-1
149	0.7	1.3331582e-1
149	0.8	1.3326015e-1
149	0.9	1.3322428e-1
149	1.	1.3320003e-1
149	1.1	1.3318301e-1
149	1.2	1.3317066e-1
149	1.3	1.3316148e-1
149	1.4	1.3315449e-1
149	1.5	1.3314906e-1
149	1.6	1.3314478e-1
149	1.7	1.3314135e-1
149	1.8	1.3313856e-1
149	1.9	1.3313628e-1
149	2.	1.3313438e-1
149	2.1	1.3313278e-1
149	2.2	1.3313144e-1
149	2.3	1.3313029e-1
149	2.4	1.331293e-1
149	2.5	1.3312845e-1
149	2.6	1.331277e-1
149	2.7	1.3312705e-1
149	2.8	1.3312648e-1
149	2.9	1.3312597e-1
149	3.	1.3312552e-1
149	3.1	1.3312512e-1
149	3.2	1.3312476e-1
149	3.3	1.3312444e-1
149	3.4	1.3312414e-1
149	3.5	1.3312388e-1
149	3.6	1.3312363e-1
149	3.7	1.3312341e-1
149	3.8	1.3312321e-1
149	3.9	1.3312303e-1
149	4.	1.3312286e-1
149	4.1	1.331227e-1
149	4.2	1.3312256e-1
149	4.3	1.3312242e-1
149	4.4	1.331223e-1
149	4.5	1.3312218e-1
149	4.6	1.3312207e-1
149	4.7	1.3312197e-1
149	4.8	1.3312188e-1
149	4.9	1.3312179e-1
149	5.	1.3312171e-1
149	5.1	1.3312163e-1
149	5.2	1.3312156e-1
149	5.3	1.3312149e-1
149	5.4	1.3312142e-1
149	5.5	1.3312136e-1
149	5.6	1.331213e-1
149	5.7	1.3312125e-1
149	5.8	1.331212e-1
149	5.9	1.3312115e-1
149	6.	1.331211e-1
149	6.1	1.3312106e-1
149	6.2	1.3312102e-1
149	6.3	1.3312098e-1
149	6.4	1.3312094e-1
149	6.5	1.331209e-1
149	6.6	1.3312087e-1
149	6.7	1.3312083e-1
149	6.8	1.331208e-1
149	6.9	1.3312077e-1
149	7.	1.3312074e-1
149	7.1	1.3312072e-1
149	7.2	1.3312069e-1
149	7.3	1.3312066e-1
149	7.4	1.3312064e-1
149	7.5	1.3312061e-1
149	7.6	1.3312059e-1
149	7.7	1.3312057e-1
149	7.8	1.3312055e-1
149	7.9	1.3312053e-1
149	8.	1.3312051e-1
149	8.1	1.3312049e-1
149	8.2	1.3312047e-1
149	8.3	1.3312046e-1
149	8.4	1.3312044e-1
149	8.5	1.3312042e-1
149	8.6	1.3312041e-1
149	8.7	1.3312039e-1
149	8.8	1.3312038e-1
149	8.9	1.3312037e-1
149	9.	1.3312035e-1
149	9.1	1.3312034e-1
149	9.2	1.3312033e-1
149	9.3	1.3312031e-1
149	9.4	1.331203e-1
149	9.5	1.3312029e-1
149	9.6	1.3312028e-1
149	9.7	1.3312027e-1
149	9.8	1.3312026e-1
149	9.9	1.3312025e-1
149	10.	1.3312024e-1
149	10.1	1.3312023e-1
149	10.2	1.3312022e-1
149	10.3	1.3312021e-1
149	10.4	1.331202e-1
149	10.5	1.3312019e-1
149	10.6	1.3312018e-1
149	10.7	1.3312018e-1
149	10.8	1.3312017e-1
149	10.9	1.3312016e-1
149	11.	1.3312015e-1
149	11.1	1.3312015e-1
149	11.2	1.3312014e-1
149	11.3	1.3312013e-1
149	11.4	1.3312013e-1
149	11.5	1.3312012e-1
149	11.6	1.3312011e-1
149	11.7	1.3312011e-1
149	11.8	1.331201e-1
149	11.9	1.331201e-1
149	12.	1.3312009e-1
148	0.1	1.206217e-1
148	0.2	1.2334508e-1
148	0.3	1.1848162e-1
148	0.4	1.1696896e-1
148	0.5	1.1633491e-1
148	0.6	1.1601875e-1
148	0.7	1.1584199e-1
148	0.8	1.157348e-1
148	0.9	1.1566569e-1
148	1.	1.1561896e-1
148	1.1	1.1558613e-1
148	1.2	1.1556234e-1
148	1.3	1.1554463e-1
148	1.4	1.1553114e-1
148	1.5	1.1552068e-1
148	1.6	1.1551242e-1
148	1.7	1.155058e-1
148	1.8	1.1550043e-1
148	1.9	1.1549601e-1
148	2.	1.1549235e-1
148	2.1	1.1548928e-1
148	2.2	1.1548668e-1
148	2.3	1.1548446e-1
148	2.4	1.1548255e-1
148	2.5	1.1548091e-1
148	2.6	1.1547947e-1
148	2.7	1.1547822e-1
148	2.8	1.1547711e-1
148	2.9	1.1547613e-1
148	3.	1.1547526e-1
148	3.1	1.1547449e-1
148	3.2	1.1547379e-1
148	3.3	1.1547317e-1
148	3.4	1.154726e-1
148	3.5	1.1547209e-1
148	3.6	1.1547162e-1
148	3.7	1.1547119e-1
148	3.8	1.1547081e-1
148	3.9	1.1547045e-1
148	4.	1.1547012e-1
148	4.1	1.1546982e-1
148	4.2	1.1546954e-1
148	4.3	1.1546928e-1
148	4.4	1.1546904e-1
148	4.5	1.1546881e-1
148	4.6	1.1546861e-1
148	4.7	1.1546841e-1
148	4.8	1.1546823e-1
148	4.9	1.1546806e-1
148	5.	1.154679e-1
148	5.1	1.1546775e-1
148	5.2	1.1546761e-1
148	5.3	1.1546748e-1
148	5.4	1.1546735e-1
148	5.5	1.1546723e-1
148	5.6	1.1546712e-1
148	5.7	1.1546702e-1
148	5.8	1.1546692e-1
148	5.9	1.1546682e-1
148	6.	1.1546673e-1
148	6.1	1.1546665e-1
148	6.2	1.1546657e-1
148	6.3	1.1546649e-1
148	6.4	1.1546641e-1
148	6.5	1.1546634e-1
148	6.6	1.1546628e-1
148	6.7	1.1546621e-1
148	6.8	1.1546615e-1
148	6.9	1.1546609e-1
148	7.	1.1546604e-1
148	7.1	1.1546598e-1
148	7.2	1.1546593e-1
148	7.3	1.1546588e-1
148	7.4	1.1546584e-1
148	7.5	1.1546579e-1
148	7.6	1.1546575e-1
148	7.7	1.1546571e-1
148	7.8	1.1546567e-1
148	7.9	1.1546563e-1
148	8.	1.1546559e-1
148	8.1	1.1546555e-1
148	8.2	1.1546552e-1
148	8.3	1.1546549e-1
148	8.4	1.1546545e-1
148	8.5	1.1546542e-1
148	8.6	1.1546539e-1
148	8.7	1.1546536e-1
148	8.8	1.1546534e-1
148	8.9	1.1546531e-1
148	9.	1.1546528e-1
148	9.1	1.1546526e-1
148	9.2	1.1546523e-1
148	9.3	1.1546521e-1
148	9.4	1.1546519e-1
148	9.5	1.1546516e-1
148	9.6	1.1546514e-1
148	9.7	1.1546512e-1
148	9.8	1.154651e-1
148	9.9	1.1546508e-1
148	10.	1.1546506e-1
148	10.1	1.1546504e-1
148	10.2	1.1546503e-1
148	10.3	1.1546501e-1
148	10.4	1.1546499e-1
148	10.5	1.1546498e-1
148	10.6	1.1546496e-1
148	10.7	1.1546495e-1
148	10.8	1.1546493e-1
148	10.9	1.1546492e-1
148	11.	1.154649e-1
148	11.1	1.1546489e-1
148	11.2	1.1546487e-1
148	11.3	1.1546486e-1
148	11.4	1.1546485e-1
148	11.5	1.1546484e-1
148	11.6	1.1546482e-1
148	11.7	1.1546481e-1
148	11.8	1.154648e-1
148	11.9	1.1546479e-1
148	12.	1.1546478e-1
147	0.1	1.3519193e-1
147	0.2	1.1643266e-1
147	0.3	1.0929444e-1
147	0.4	1.0705885e-1
147	0.5	1.0611893e-1
147	0.6	1.056495e-1
147	0.7	1.0538679e-1
147	0.8	1.0522736e-1
147	0.9	1.0512453e-1
147	1.	1.0505499e-1
147	1.1	1.0500612e-1
147	1.2	1.0497068e-1
147	1.3	1.049443e-1
147	1.4	1.0492422e-1
147	1.5	1.0490863e-1
147	1.6	1.0489632e-1
147	1.7	1.0488646e-1
147	1.8	1.0487846e-1
147	1.9	1.0487188e-1
147	2.	1.0486642e-1
147	2.1	1.0486184e-1
147	2.2	1.0485796e-1
147	2.3	1.0485466e-1
147	2.4	1.0485182e-1
147	2.5	1.0484937e-1
147	2.6	1.0484723e-1
147	2.7	1.0484536e-1
147	2.8	1.0484371e-1
147	2.9	1.0484225e-1
147	3.	1.0484096e-1
147	3.1	1.048398e-1
147	3.2	1.0483876e-1
147	3.3	1.0483783e-1
147	3.4	1.0483698e-1
147	3.5	1.0483622e-1
147	3.6	1.0483552e-1
147	3.7	1.0483489e-1
147	3.8	1.0483431e-1
147	3.9	1.0483378e-1
147	4.	1.0483329e-1
147	4.1	1.0483284e-1
147	4.2	1.0483242e-1
147	4.3	1.0483203e-1
147	4.4	1.0483167e-1
147	4.5	1.0483134e-1
147	4.6	1.0483103e-1
147	4.7	1.0483074e-1
147	4.8	1.0483047e-1
147	4.9	1.0483022e-1
147	5.	1.0482998e-1
147	5.1	1.0482976e-1
147	5.2	1.0482955e-1
147	5.3	1.0482935e-1
147	5.4	1.0482916e-1
147	5.5	1.0482899e-1
147	5.6	1.0482882e-1
147	5.7	1.0482866e-1
147	5.8	1.0482851e-1
147	5.9	1.0482837e-1
147	6.	1.0482824e-1
147	6.1	1.0482811e-1
147	6.2	1.0482799e-1
147	6.3	1.0482787e-1
147	6.4	1.0482776e-1
147	6.5	1.0482766e-1
147	6.6	1.0482756e-1
147	6.7	1.0482746e-1
147	6.8	1.0482737e-1
147	6.9	1.0482728e-1
147	7.	1.048272e-1
147	7.1	1.0482712e-1
147	7.2	1.0482704e-1
147	7.3	1.0482697e-1
147	7.4	1.048269e-1
147	7.5	1.0482683e-1
147	7.6	1.0482677e-1
147	7.7	1.0482671e-1
147	7.8	1.0482665e-1
147	7.9	1.0482659e-1
147	8.	1.0482653e-1
147	8.1	1.0482648e-1
147	8.2	1.0482643e-1
147	8.3	1.0482638e-1
147	8.4	1.0482633e-1
147	8.5	1.0482628e-1
147	8.6	1.0482624e-1
147	8.7	1.048262e-1
147	8.8	1.0482615e-1
147	8.9	1.0482611e-1
147	9.	1.0482608e-1
147	9.1	1.0482604e-1
147	9.2	1.04826e-1
147	9.3	1.0482597e-1
147	9.4	1.0482593e-1
147	9.5	1.048259e-1
147	9.6	1.0482587e-1
147	9.7	1.0482584e-1
147	9.8	1.0482581e-1
147	9.9	1.0482578e-1
147	10.	1.0482575e-1
147	10.1	1.0482572e-1
147	10.2	1.0482569e-1
147	10.3	1.0482567e-1
147	10.4	1.0482564e-1
147	10.5	1.0482562e-1
147	10.6	1.048256e-1
147	10.7	1.0482557e-1
147	10.8	1.0482555e-1
147	10.9	1.0482553e-1
147	11.	1.0482551e-1
147	11.1	1.0482549e-1
147	11.2	1.0482547e-1
147	11.3	1.0482545e-1
147	11.4	1.0482543e-1
147	11.5	1.0482541e-1
147	11.6	1.0482539e-1
147	11.7	1.0482537e-1
147	11.8	1.0482536e-1
147	11.9	1.0482534e-1
147	12.	1.0482532e-1
146	0.1	1.4907407e-1
146	0.2	1.124919e-1
146	0.3	1.0310775e-1
146	0.4	1.0014858e-1
146	0.5	9.8900668e-2
146	0.6	9.8276381e-2
146	0.7	9.7926668e-2
146	0.8	9.7714294e-2
146	0.9	9.7577254e-2
146	1.	9.7484534e-2
146	1.1	9.7419366e-2
146	1.2	9.7372104e-2
146	1.3	9.7336914e-2
146	1.4	9.731012e-2
146	1.5	9.7289321e-2
146	1.6	9.72729e-2
146	1.7	9.7259741e-2
146	1.8	9.7249056e-2
146	1.9	9.7240277e-2
146	2.	9.7232986e-2
146	2.1	9.7226872e-2
146	2.2	9.72217e-2
146	2.3	9.721729e-2
146	2.4	9.72135e-2
146	2.5	9.7210222e-2
146	2.6	9.7207369e-2
146	2.7	9.720487e-2
146	2.8	9.7202671e-2
146	2.9	9.7200725e-2
146	3.	9.7198994e-2
146	3.1	9.719745e-2
146	3.2	9.7196064e-2
146	3.3	9.7194817e-2
146	3.4	9.7193691e-2
146	3.5	9.719267e-2
146	3.6	9.7191741e-2
146	3.7	9.7190894e-2
146	3.8	9.7190119e-2
146	3.9	9.7189408e-2
146	4.	9.7188754e-2
146	4.1	9.7188151e-2
146	4.2	9.7187594e-2
146	4.3	9.7187079e-2
146	4.4	9.71866e-2
146	4.5	9.7186155e-2
146	4.6	9.718574e-2
146	4.7	9.7185354e-2
146	4.8	9.7184992e-2
146	4.9	9.7184653e-2
146	5.	9.7184336e-2
146	5.1	9.7184038e-2
146	5.2	9.7183757e-2
146	5.3	9.7183493e-2
146	5.4	9.7183245e-2
146	5.5	9.718301e-2
146	5.6	9.7182787e-2
146	5.7	9.7182577e-2
146	5.8	9.7182378e-2
146	5.9	9.7182189e-2
146	6.	9.718201e-2
146	6.1	9.718184e-2
146	6.2	9.7181678e-2
146	6.3	9.7181524e-2
146	6.4	9.7181377e-2
146	6.5	9.7181238e-2
146	6.6	9.7181104e-2
146	6.7	9.7180977e-2
146	6.8	9.7180855e-2
146	6.9	9.7180738e-2
146	7.	9.7180627e-2
146	7.1	9.718052e-2
146	7.2	9.7180418e-2
146	7.3	9.718032e-2
146	7.4	9.7180226e-2
146	7.5	9.7180135e-2
146	7.6	9.7180049e-2
146	7.7	9.7179965e-2
146	7.8	9.7179885e-2
146	7.9	9.7179808e-2
146	8.	9.7179734e-2
146	8.1	9.7179663e-2
146	8.2	9.7179594e-2
146	8.3	9.7179527e-2
146	8.4	9.7179463e-2
146	8.5	9.7179402e-2
146	8.6	9.7179342e-2
146	8.7	9.7179284e-2
146	8.8	9.7179229e-2
146	8.9	9.7179175e-2
146	9.	9.7179123e-2
146	9.1	9.7179073e-2
146	9.2	9.7179024e-2
146	9.3	9.7178977e-2
146	9.4	9.7178932e-2
146	9.5	9.7178888e-2
146	9.6	9.7178845e-2
146	9.7	9.7178804e-2
146	9.8	9.7178764e-2
146	9.9	9.7178725e-2
146	10.	9.7178687e-2
146	10.1	9.717865e-2
146	10.2	9.7178615e-2
146	10.3	9.717858e-2
146	10.4	9.7178546e-2
146	10.5	9.7178514e-2
146	10.6	9.7178482e-2
146	10.7	9.7178451e-2
146	10.8	9.7178421e-2
146	10.9	9.7178392e-2
146	11.	9.7178364e-2
146	11.1	9.7178336e-2
146	11.2	9.717831e-2
146	11.3	9.7178283e-2
146	11.4	9.7178258e-2
146	11.5	9.7178233e-2
146	11.6	9.7178209e-2
146	11.7	9.7178186e-2
146	11.8	9.7178163e-2
146	11.9	9.717814e-2
146	12.	9.7178119e-2
145	0.1	1.6234356e-1
145	0.2	1.1019985e-1
145	0.3	9.8598085e-2
145	0.4	9.491476e-2
145	0.5	9.3356714e-2
145	0.6	9.2575985e-2
145	0.7	9.2138192e-2
145	0.8	9.187215e-2
145	0.9	9.1700398e-2
145	1.	9.1584152e-2
145	1.1	9.1502428e-2
145	1.2	9.1443145e-2
145	1.3	9.1398999e-2
145	1.4	9.1365381e-2
145	1.5	9.1339281e-2
145	1.6	9.1318673e-2
145	1.7	9.1302159e-2
145	1.8	9.1288748e-2
145	1.9	9.1277728e-2
145	2.	9.1268576e-2
145	2.1	9.1260901e-2
145	2.2	9.1254408e-2
145	2.3	9.1248871e-2
145	2.4	9.1244114e-2
145	2.5	9.1239998e-2
145	2.6	9.1236416e-2
145	2.7	9.1233279e-2
145	2.8	9.1230517e-2
145	2.9	9.1228073e-2
145	3.	9.1225901e-2
145	3.1	9.1223961e-2
145	3.2	9.1222221e-2
145	3.3	9.1220656e-2
145	3.4	9.1219241e-2
145	3.5	9.1217959e-2
145	3.6	9.1216793e-2
145	3.7	9.1215729e-2
145	3.8	9.1214755e-2
145	3.9	9.1213863e-2
145	4.	9.1213042e-2
145	4.1	9.1212285e-2
145	4.2	9.1211585e-2
145	4.3	9.1210938e-2
145	4.4	9.1210336e-2
145	4.5	9.1209778e-2
145	4.6	9.1209257e-2
145	4.7	9.1208771e-2
145	4.8	9.1208317e-2
145	4.9	9.1207892e-2
145	5.	9.1207493e-2
145	5.1	9.1207119e-2
145	5.2	9.1206767e-2
145	5.3	9.1206435e-2
145	5.4	9.1206122e-2
145	5.5	9.1205827e-2
145	5.6	9.1205548e-2
145	5.7	9.1205284e-2
145	5.8	9.1205034e-2
145	5.9	9.1204797e-2
145	6.	9.1204572e-2
145	6.1	9.1204358e-2
145	6.2	9.1204155e-2
145	6.3	9.1203962e-2
145	6.4	9.1203777e-2
145	6.5	9.1203602e-2
145	6.6	9.1203434e-2
145	6.7	9.1203274e-2
145	6.8	9.1203121e-2
145	6.9	9.1202975e-2
145	7.	9.1202835e-2
145	7.1	9.1202701e-2
145	7.2	9.1202572e-2
145	7.3	9.1202449e-2
145	7.4	9.1202331e-2
145	7.5	9.1202217e-2
145	7.6	9.1202109e-2
145	7.7	9.1202004e-2
145	7.8	9.1201903e-2
145	7.9	9.1201806e-2
145	8.	9.1201713e-2
145	8.1	9.1201623e-2
145	8.2	9.1201537e-2
145	8.3	9.1201454e-2
145	8.4	9.1201373e-2
145	8.5	9.1201296e-2
145	8.6	9.1201221e-2
145	8.7	9.1201149e-2
145	8.8	9.1201079e-2
145	8.9	9.1201011e-2
145	9.	9.1200946e-2
145	9.1	9.1200883e-2
145	9.2	9.1200822e-2
145	9.3	9.1200763e-2
145	9.4	9.1200706e-2
145	9.5	9.120065e-2
145	9.6	9.1200597e-2
145	9.7	9.1200545e-2
145	9.8	9.1200494e-2
145	9.9	9.1200445e-2
145	10.	9.1200398e-2
145	10.1	9.1200352e-2
145	10.2	9.1200307e-2
145	10.3	9.1200264e-2
145	10.4	9.1200222e-2
145	10.5	9.1200181e-2
145	10.6	9.1200141e-2
145	10.7	9.1200102e-2
145	10.8	9.1200065e-2
145	10.9	9.1200028e-2
145	11.	9.1199992e-2
145	11.1	9.1199958e-2
145	11.2	9.1199924e-2
145	11.3	9.1199891e-2
145	11.4	9.1199859e-2
145	11.5	9.1199828e-2
145	11.6	9.1199798e-2
145	11.7	9.1199768e-2
145	11.8	9.119974e-2
145	11.9	9.1199711e-2
145	12.	9.1199684e-2
144	0.1	1.7506096e-1
144	0.2	1.0895443e-1
144	0.3	9.516288e-2
144	0.4	9.0754892e-2
144	0.5	8.8884587e-2
144	0.6	8.7945815e-2
144	0.7	8.7418858e-2
144	0.8	8.7098412e-2
144	0.9	8.6891439e-2
144	1.	8.6751306e-2
144	1.1	8.665276e-2
144	1.2	8.6581262e-2
144	1.3	8.6528009e-2
144	1.4	8.6487451e-2
144	1.5	8.645596e-2
144	1.6	8.6431093e-2
144	1.7	8.6411163e-2
144	1.8	8.6394978e-2
144	1.9	8.6381678e-2
144	2.	8.6370631e-2
144	2.1	8.6361367e-2
144	2.2	8.6353529e-2
144	2.3	8.6346845e-2
144	2.4	8.6341102e-2
144	2.5	8.6336133e-2
144	2.6	8.6331808e-2
144	2.7	8.6328021e-2
144	2.8	8.6324687e-2
144	2.9	8.6321736e-2
144	3.	8.6319113e-2
144	3.1	8.6316771e-2
144	3.2	8.6314671e-2
144	3.3	8.631278e-2
144	3.4	8.6311072e-2
144	3.5	8.6309524e-2
144	3.6	8.6308116e-2
144	3.7	8.6306831e-2
144	3.8	8.6305656e-2
144	3.9	8.6304578e-2
144	4.	8.6303587e-2
144	4.1	8.6302673e-2
144	4.2	8.6301828e-2
144	4.3	8.6301046e-2
144	4.4	8.630032e-2
144	4.5	8.6299645e-2
144	4.6	8.6299016e-2
144	4.7	8.629843e-2
144	4.8	8.6297881e-2
144	4.9	8.6297368e-2
144	5.	8.6296886e-2
144	5.1	8.6296434e-2
144	5.2	8.6296009e-2
144	5.3	8.6295609e-2
144	5.4	8.6295231e-2
144	5.5	8.6294875e-2
144	5.6	8.6294538e-2
144	5.7	8.6294219e-2
144	5.8	8.6293917e-2
144	5.9	8.6293631e-2
144	6.	8.6293359e-2
144	6.1	8.6293101e-2
144	6.2	8.6292855e-2
144	6.3	8.6292622e-2
144	6.4	8.6292399e-2
144	6.5	8.6292187e-2
144	6.6	8.6291984e-2
144	6.7	8.6291791e-2
144	6.8	8.6291606e-2
144	6.9	8.629143e-2
144	7.	8.6291261e-2
144	7.1	8.6291099e-2
144	7.2	8.6290944e-2
144	7.3	8.6290795e-2
144	7.4	8.6290652e-2
144	7.5	8.6290515e-2
144	7.6	8.6290384e-2
144	7.7	8.6290257e-2
144	7.8	8.6290136e-2
144	7.9	8.6290019e-2
144	8.	8.6289906e-2
144	8.1	8.6289798e-2
144	8.2	8.6289693e-2
144	8.3	8.6289593e-2
144	8.4	8.6289496e-2
144	8.5	8.6289402e-2
144	8.6	8.6289312e-2
144	8.7	8.6289224e-2
144	8.8	8.628914e-2
144	8.9	8.6289058e-2
144	9.	8.628898e-2
144	9.1	8.6288904e-2
144	9.2	8.628883e-2
144	9.3	8.6288758e-2
144	9.4	8.6288689e-2
144	9.5	8.6288622e-2
144	9.6	8.6288558e-2
144	9.7	8.6288495e-2
144	9.8	8.6288434e-2
144	9.9	8.6288375e-2
144	10.	8.6288318e-2
144	10.1	8.6288262e-2
144	10.2	8.6288208e-2
144	10.3	8.6288156e-2
144	10.4	8.6288105e-2
144	10.5	8.6288055e-2
144	10.6	8.6288007e-2
144	10.7	8.628796e-2
144	10.8	8.6287915e-2
144	10.9	8.6287871e-2
144	11.	8.6287828e-2
144	11.1	8.6287786e-2
144	11.2	8.6287745e-2
144	11.3	8.6287706e-2
144	11.4	8.6287667e-2
144	11.5	8.6287629e-2
144	11.6	8.6287593e-2
144	11.7	8.6287557e-2
144	11.8	8.6287522e-2
144	11.9	8.6287488e-2
144	12.	8.6287455e-2
143	0.1	1.8727547e-1
143	0.2	1.0843044e-1
143	0.3	9.2476547e-2
143	0.4	8.7343463e-2
143	0.5	8.5158783e-2
143	0.6	8.4060354e-2
143	0.7	8.3443133e-2
143	0.8	8.3067536e-2
143	0.9	8.2824823e-2
143	1.	8.2660434e-2
143	1.1	8.2544798e-2
143	1.2	8.2460883e-2
143	1.3	8.2398371e-2
143	1.4	8.2350755e-2
143	1.5	8.2313778e-2
143	1.6	8.2284577e-2
143	1.7	8.2261172e-2
143	1.8	8.2242164e-2
143	1.9	8.2226542e-2
143	2.	8.2213567e-2
143	2.1	8.2202685e-2
143	2.2	8.2193478e-2
143	2.3	8.2185626e-2
143	2.4	8.2178878e-2
143	2.5	8.2173042e-2
143	2.6	8.216796e-2
143	2.7	8.2163511e-2
143	2.8	8.2159593e-2
143	2.9	8.2156127e-2
143	3.	8.2153045e-2
143	3.1	8.2150293e-2
143	3.2	8.2147825e-2
143	3.3	8.2145604e-2
143	3.4	8.2143597e-2
143	3.5	8.2141777e-2
143	3.6	8.2140123e-2
143	3.7	8.2138613e-2
143	3.8	8.2137232e-2
143	3.9	8.2135966e-2
143	4.	8.21348e-2
143	4.1	8.2133726e-2
143	4.2	8.2132734e-2
143	4.3	8.2131815e-2
143	4.4	8.2130962e-2
143	4.5	8.2130169e-2
143	4.6	8.212943e-2
143	4.7	8.212874e-2
143	4.8	8.2128096e-2
143	4.9	8.2127492e-2
143	5.	8.2126927e-2
143	5.1	8.2126395e-2
143	5.2	8.2125895e-2
143	5.3	8.2125425e-2
143	5.4	8.2124981e-2
143	5.5	8.2124562e-2
143	5.6	8.2124166e-2
143	5.7	8.2123792e-2
143	5.8	8.2123437e-2
143	5.9	8.21231e-2
143	6.	8.2122781e-2
143	6.1	8.2122478e-2
143	6.2	8.2122189e-2
143	6.3	8.2121914e-2
143	6.4	8.2121653e-2
143	6.5	8.2121403e-2
143	6.6	8.2121165e-2
143	6.7	8.2120938e-2
143	6.8	8.2120721e-2
143	6.9	8.2120513e-2
143	7.	8.2120315e-2
143	7.1	8.2120124e-2
143	7.2	8.2119942e-2
143	7.3	8.2119767e-2
143	7.4	8.21196e-2
143	7.5	8.2119439e-2
143	7.6	8.2119284e-2
143	7.7	8.2119135e-2
143	7.8	8.2118993e-2
143	7.9	8.2118855e-2
143	8.	8.2118723e-2
143	8.1	8.2118595e-2
143	8.2	8.2118473e-2
143	8.3	8.2118354e-2
143	8.4	8.211824e-2
143	8.5	8.211813e-2
143	8.6	8.2118024e-2
143	8.7	8.2117921e-2
143	8.8	8.2117822e-2
143	8.9	8.2117727e-2
143	9.	8.2117634e-2
143	9.1	8.2117544e-2
143	9.2	8.2117458e-2
143	9.3	8.2117374e-2
143	9.4	8.2117293e-2
143	9.5	8.2117214e-2
143	9.6	8.2117138e-2
143	9.7	8.2117064e-2
143	9.8	8.2116993e-2
143	9.9	8.2116923e-2
143	10.	8.2116856e-2
143	10.1	8.211679e-2
143	10.2	8.2116727e-2
143	10.3	8.2116665e-2
143	10.4	8.2116605e-2
